,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
42,0.1677084622,0.3750075218,40893.8242062985,40940821.43199843,21.0,0
43,0.063760979,0.1425738833,17928.5976594827,9980651.395142367,23.1,0
44,0.0040230458,0.0089958039,78622.5634985513,69474731.99651086,29.1,0
45,0.1529519353,0.3420109247,58668.2898911323,42979239.01666103,21.2,0
46,0.3051792326,0.6824015094,67427.2413314701,10094722.239382222,19.7,1
47,0.32962154705,0.7370561859,93603.4388915508,71488075.81129809,19.3,1
48,0.0139493823,0.0311917671,34034.9444761827,61591110.137824126,26.4,0
49,0.1979497587,0.4426291165,45273.2754076121,64417544.92968328,20.64,0
50,0.2111324448,0.4721064988,61503.1748375652,20252342.66384936,20.5,1
51,0.32962154705,0.7370561859,114385.73612954916,59192889.510018654,17.07,1
52,0.063760979,0.1425738833,34057.4645253574,19271833.509066008,23.1,0
53,0.32962154705,0.7370561859,114385.73612954916,70621103.49619783,19.5,0
54,0.0192555078,0.0430566244,62992.158548616,66598567.76102804,25.7,0
55,0.0640552863,0.1432319745,62231.1240190414,63279390.96067369,23.09,0
56,0.0092162655,0.0206081961,10942.4020852768,2730963.525595319,27.3,0
57,0.1677084622,0.3750075218,45437.9024473312,57358435.8005636,21.0,0
58,0.0555334912,0.1241766613,19618.6428710725,56141970.8172796,23.4,0
59,0.0201629919,0.0450858206,27829.8809519214,36667240.84372808,25.6,0
60,0.32962154705,0.7370561859,104251.3300930244,55849922.175358,17.93,0
61,0.0880146521,0.1968067451,10141.4573463769,50747985.76303922,22.4,0
62,0.022108281,0.0494356193,45840.9663682067,31892139.724272624,25.4,0
63,0.0201629919,0.0450858206,48278.2660847838,53508267.1800014,25.6,0
64,0.0088014652,0.0196806745,17681.6093958802,34661779.89422328,27.4,0
65,0.0342416731,0.0765667087,67031.1409579124,53359100.78017805,24.45,0
66,0.32962154705,0.7370561859,44690.6105437144,29895907.52720728,18.4,0
67,0.32962154705,0.7370561859,41150.2999181252,32448956.54997965,18.99,0
68,0.1529519353,0.3420109247,114385.73612954916,42449777.79210029,21.2,1
69,0.1677084622,0.3750075218,32849.2718380631,71821360.44785456,21.0,0
70,0.2848098313,0.6368541435,114385.73612954916,14343696.102327328,19.85,1
71,0.040230458,0.0899580388,56257.7664189838,15729242.283004384,24.1,0
72,0.1453968429,0.3251172245,60442.5023964691,73445496.68104573,21.31,1
73,0.046190746,0.1032856481,17937.5673015648,46437179.76439061,23.8,0
74,0.0076657557,0.0171411509,49951.0568774797,58899445.11996995,27.7,0
75,0.0094744711,0.0211855615,66140.4132814536,65984450.49309449,27.24,0
76,0.32962154705,0.7370561859,54040.4264233289,8995868.483529503,18.27,1
77,0.32962154705,0.7370561859,18349.9020817116,58466943.86991655,19.25,0
78,0.32962154705,0.7370561859,80511.7544395639,42118247.579524025,18.54,0
79,0.32962154705,0.7370561859,79531.909216142,72192646.93765417,19.0,0
80,0.32962154705,0.7370561859,46055.704244769,6481999.516904809,19.1,1
81,0.0253837029,0.0567596853,36084.4759595308,3945815.604484121,25.1,0
82,0.0366906138,0.0820427065,37922.0576396191,32345980.94592387,24.3,0
83,0.0608912622,0.1361570015,41350.483343466,41971848.0371857,23.2,0
84,0.1108038821,0.2477650126,70986.8255907121,62866556.47492155,21.9,0
85,0.0267026877,0.0597090249,97279.0567687843,63163057.852564335,24.99,0
86,0.0375452479,0.0839537266,54577.4835045074,30382200.865199752,24.25,0
87,0.0070885103,0.015850391,68836.1023423451,64249245.54571862,27.87,0
88,0.32962154705,0.7370561859,28380.3471845248,48566372.723217934,18.13,0
89,0.2914439045,0.6516883822,56585.6108016358,25876695.04888037,19.8,0
90,0.0608912622,0.1361570015,14838.5095135883,2547549.296438411,23.2,0
91,0.040230458,0.0899580388,21809.7662886031,9646922.004118385,24.1,0
92,0.1677084622,0.3750075218,50274.7525542506,43377698.49348701,21.0,0
93,0.0305179233,0.0682401509,45889.536871755,40318791.06505293,24.7,0
94,0.1394938229,0.3119176705,50481.4833224874,55614625.95378576,21.4,1
95,0.0076657557,0.0171411509,26099.3739991088,50464532.32657762,27.7,0
96,0.1394938229,0.3119176705,33773.1375973068,60702844.42094298,21.4,0
97,0.32962154705,0.7370561859,114385.73612954916,73659764.57330292,17.41,0
98,0.1550797087,0.3467687706,35075.2618559217,60171726.459811136,21.17,0
99,0.1394938229,0.3119176705,67641.0761074442,47859116.30013558,21.4,0
100,0.0146067964,0.0326617897,24060.6591223851,55084322.59793542,26.3,0
101,0.1407845434,0.3148038092,50481.4835276417,55614625.938825965,21.38,1
102,0.2694976463,0.602615057,96789.9761910367,21833515.750117145,19.97,0
103,0.0913177026,0.2041925905,25026.3494146218,55416465.20435232,22.32,0
104,0.1272198785,0.2844722965,59454.9149473231,57559689.111964606,21.6,0
105,0.32962154705,0.7370561859,82722.6191509304,44181157.566819616,19.5,1
106,0.0133215567,0.0297879063,47824.6138637976,54068936.68941325,26.5,0
107,0.058150704,0.130028927,42486.4443653906,60865354.45709736,23.3,0
108,0.1925550782,0.4305662442,45851.837052627,34060548.52305814,20.7,0
109,0.1414343753,0.3162568776,53188.8859866182,32438340.71112977,21.37,1
110,0.32962154705,0.7370561859,20431.9006108626,40374852.1038863,16.38,0
111,0.3094246986,0.69189466,35424.5949860877,36054346.493502416,19.67,0
112,0.0167708462,0.0375007522,18373.8871501844,306175.961654413,26.0,0
113,0.02658,0.0594346868,31621.788747005,3485924.166256893,25.0,0
114,0.32962154705,0.7370561859,46693.004052838,34353002.246092126,19.5,0
115,0.0073207399,0.016369672,27295.2306281084,72413359.56599009,27.8,0
116,0.1414343753,0.3162568776,30806.149055815,71898983.56624335,21.37,1
117,0.0732073989,0.1636967205,60614.6323790182,51096758.64107146,22.8,0
118,0.0421264611,0.0941976306,71055.4781243113,73292925.5384197,24.0,0
119,0.32962154705,0.7370561859,44991.4524371593,74705495.73656417,16.17,0
120,0.1108038821,0.2477650126,88216.3761291569,34552177.43364181,21.9,0
121,0.32962154705,0.7370561859,44991.3477629016,74705467.29800908,16.21,0
122,0.2315021222,0.5176544822,49211.3599431631,29876833.170471225,20.3,0
123,0.0319561887,0.0714562102,51531.0295927896,39698280.22351218,24.6,0
124,0.3051792326,0.6824015094,64788.305834547,64251607.6063272,19.7,0
125,0.058150704,0.130028927,42545.6418800761,53414529.8428096,23.3,0
126,0.0896509666,0.2004656557,63776.3904782532,53582579.42825093,22.36,0
127,0.010012787,0.0223892723,49256.00824181,36310465.94570995,27.12,0
128,0.0506471459,0.1132504611,43948.7237532503,46738983.33933981,23.6,0
129,0.3195618867,0.7145621017,76744.7714542748,53147174.81265614,19.6,0
130,0.052547853,0.1175005715,54406.2431049127,28247131.118607126,23.52,0
131,0.0278326768,0.0622357573,20944.8035940873,58831504.66387776,24.9,0
132,0.3051792326,0.6824015094,95061.6636303395,61738863.87000128,19.7,0
133,0.2954982931,0.6607542706,48952.7610389629,62510142.69120181,19.77,0
134,0.04411182,0.0986370281,57716.2171807441,39945539.143477485,23.9,0
135,0.1677084622,0.3750075218,55369.9434596245,16915016.35071087,21.0,0
136,0.32962154705,0.7370561859,91343.4208554485,35988937.427847855,19.25,0
137,0.0366906138,0.0820427065,100967.3726233367,68100526.3815649,24.3,0
138,0.1925550782,0.4305662442,107904.8997589694,55511441.82525898,20.7,0
139,0.0766575574,0.1714115092,34791.0195131565,32827617.75101685,22.7,0
140,0.0122618211,0.0274182656,42854.8683231911,68709944.12217113,26.68,0
141,0.009830033,0.0219806221,96128.4706760272,58250484.59326067,27.16,0
142,0.32962154705,0.7370561859,88276.6642395618,54340555.72261512,18.1,0
143,0.32962154705,0.7370561859,50526.5505373339,44291839.49571143,19.5,0
144,0.0319561887,0.0714562102,38796.4598154052,5427640.685445764,24.6,0
145,0.32962154705,0.7370561859,64966.8062796185,67509531.08009684,19.3,0
146,0.1332155667,0.2978790628,53881.4644721636,43969583.782603264,21.5,0
147,0.0844413128,0.1888165155,46763.7882416147,28137757.79708314,22.49,0
148,0.32962154705,0.7370561859,95019.5065775062,31087922.33933698,19.1,0
149,0.009830033,0.0219806221,35067.5800807006,23461016.035490368,27.16,0
150,0.0121494041,0.0271668934,46519.5368844605,35933976.441991754,26.7,0
151,0.0350392641,0.0783501764,74970.0833469343,69789155.4981754,24.4,0
152,0.096506147,0.2157943048,68192.2095610093,50062346.66600568,22.2,0
153,0.0303777061,0.0679266159,18532.7034633018,34395244.95959316,24.71,0
154,0.2538370294,0.5675968529,82669.7341981465,69143457.31205636,20.1,1
155,0.0876102615,0.1959025002,45297.5335956011,20956435.03214207,22.41,0
156,0.2210828104,0.4943561926,76550.4236413868,56395594.842377454,20.4,0
157,0.0649463841,0.1452245297,51937.7834260764,43375545.22662559,23.06,0
158,0.32962154705,0.7370561859,114385.73612954916,45316749.2683912,19.11,0
159,0.32962154705,0.7370561859,105445.8045904212,74299479.12885793,18.4,0
160,0.32962154705,0.7370561859,45243.8608660916,38587952.89446216,17.66,1
161,0.1680176773,0.3756989478,46886.7300513581,26628341.33377231,20.996,0
162,0.2585562121,0.5781492662,111633.2619003137,71132506.07372068,20.06,0
163,0.0092162655,0.0206081961,43245.8643307216,18755654.70538789,27.3,0
164,0.32962154705,0.7370561859,80306.328648478,65309250.36534912,18.5,0
165,0.0291443905,0.0651688382,51543.0180985097,61255376.68885426,24.8,0
166,0.0133215567,0.0297879063,68755.5027538085,59208659.54900215,26.5,0
167,0.022108281,0.0494356193,37160.4966602944,4393003.221510523,25.4,0
168,0.02658,0.0594346868,25958.4232315643,53862011.62908757,25.0,0
169,0.0128989683,0.02884297,72458.0660864826,69690496.5107389,26.57,0
170,0.32962154705,0.7370561859,75735.3487638467,73540603.1080242,18.7,0
171,0.32962154705,0.7370561859,48594.9019041619,36842649.896384045,17.51,1
172,0.32962154705,0.7370561859,99305.7966367884,58486224.20795981,18.11,0
173,0.2390864572,0.5346135707,26416.3852941287,2776683.67150408,20.23,1
174,0.0667659413,0.1492931834,19290.8910480371,21375397.8694377,23.0,0
175,0.008405334,0.0187948982,23935.8910495148,58861217.40386269,27.5,0
176,0.0699125232,0.1563291544,30255.5399777553,24703696.773909967,22.9,0
177,0.0608912622,0.1361570015,30603.9076591847,53179586.43285396,23.2,0
178,0.0211132445,0.0472106499,76615.366009761,17230288.536051698,25.5,0
179,0.32962154705,0.7370561859,51150.7621830215,52304247.22856292,19.31,0
180,0.0133215567,0.0297879063,60691.7244358559,42999675.97063619,26.5,0
181,0.0105816886,0.023661375,26345.6001071035,6619106.967065538,27.0,0
182,0.1301832102,0.2910985075,83711.7274091803,27582653.852027837,21.55,1
183,0.2515098375,0.5623930936,83795.7449714065,57680593.10819288,20.12,0
184,0.3051792326,0.6824015094,96423.869007796,59939512.732269816,19.7,0
185,0.0840533402,0.1879489824,49422.4311377905,56444691.09805659,22.5,0
186,0.1272198785,0.2844722965,79895.5644095813,30548019.662163425,21.6,0
187,0.0183888672,0.0411187571,96103.0421048596,70241996.4336689,25.8,0
188,0.0291443905,0.0651688382,49288.6581013289,72665057.9673053,24.8,0
189,0.0211132445,0.0472106499,34188.8072693499,9490144.827618577,25.5,0
190,0.0253837029,0.0567596853,39791.8679123304,53407533.569303736,25.1,0
191,0.32962154705,0.7370561859,101894.6304409878,66215882.856001005,14.86,0
192,0.235806068,0.5272783976,39251.0578707443,25632968.04486704,20.26,0
193,0.32962154705,0.7370561859,85158.1295152668,42775215.67630016,18.95,0
194,0.0732073989,0.1636967205,23238.1147933969,33730048.351655975,22.8,0
195,0.2796114661,0.6252302454,74772.1262570936,33811933.483441494,19.89,0
196,0.0802703167,0.1794898848,22778.8986097376,10099545.289670808,22.6,0
197,0.1332155667,0.2978790628,34803.0199650572,32204224.89155076,21.5,0
198,0.1010543415,0.2259643771,62495.5379562936,74622338.87328577,22.1,0
199,0.32962154705,0.7370561859,81401.7407267596,51417974.5741842,19.5,1
200,0.3194147569,0.7142331095,81409.2711338347,51356062.56817791,19.601,1
201,0.0100590039,0.0224926165,9941.5976121181,9335863.990775457,27.11,0
202,0.0802703167,0.1794898848,32253.322341802,3965265.197557496,22.6,0
203,0.2315021222,0.5176544822,95334.1465860868,69271632.67731363,20.3,0
204,0.0608912622,0.1361570015,36101.8117501142,54973498.94002157,23.2,0
205,0.0178055329,0.039814382,66448.2450943242,32897123.67401966,25.87,0
206,0.32962154705,0.7370561859,76004.5561903523,26620233.847288083,17.85,0
207,0.1970402621,0.4405954204,81739.7792256906,65369478.7221275,20.65,0
208,0.1272198785,0.2844722965,56298.8716919215,12231611.006315326,21.6,0
209,0.04411182,0.0986370281,36795.4686045688,6103587.052246052,23.9,0
210,0.0840533402,0.1879489824,17755.1579905041,3287106.098742464,22.5,0
211,0.0253837029,0.0567596853,51686.5768296307,62284570.465817645,25.1,0
212,0.0555334912,0.1241766613,29010.8984449413,56207197.65776872,23.4,0
213,0.1108038821,0.2477650126,72215.1336933572,66325037.48039885,21.9,1
214,0.0060891262,0.0136157002,56007.882349821,40322176.03101721,28.2,0
215,0.02658,0.0594346868,44589.5208517212,43474532.38690952,25.0,0
216,0.0291443905,0.0651688382,13504.6830859974,38406629.65457337,24.8,0
217,0.32962154705,0.7370561859,114385.73612954916,57523444.28570464,17.63,0
218,0.1925550782,0.4305662442,64022.1885437951,56503227.29348825,20.7,1
219,0.0110803882,0.0247765013,50175.2093220457,24268700.4258622,26.9,0
220,0.04411182,0.0986370281,33080.6453822298,15642716.116658704,23.9,0
221,0.0201629919,0.0450858206,19536.4499614473,27631391.16257769,25.6,0
222,0.0088014652,0.0196806745,39828.254041129,31469185.66068476,27.4,0
223,0.037201031,0.0831840342,55889.8824468787,23038052.60707584,24.27,0
224,0.0159424468,0.0356483948,55101.5946909011,29802961.71234565,26.11,0
225,0.2538370294,0.5675968529,17896.0597075417,65794186.790821545,20.1,0
226,0.1077841687,0.2410127282,80962.5535662751,74352320.53729294,21.96,0
227,0.02658,0.0594346868,86729.7074654426,63780124.74170068,25.0,0
228,0.1925550782,0.4305662442,83629.2220181284,54742517.36037672,20.7,0
229,0.1460679643,0.3266178974,49766.1146755466,14507713.65117748,21.3,0
230,0.096506147,0.2157943048,85709.7587466673,72869350.64367133,22.2,0
231,0.0253837029,0.0567596853,18999.3932963717,47869022.02781614,25.1,0
232,0.1838886721,0.411187571,114385.73612954916,33073294.763265632,20.8,0
233,0.0058150704,0.0130028927,54355.2945560186,55502078.67409313,28.3,0
234,0.0969515991,0.2167903661,66869.0233177882,34898057.31326507,22.19,0
235,0.32962154705,0.7370561859,107854.1590787536,48575907.25370367,18.96,1
236,0.096506147,0.2157943048,66869.0234320075,34898057.26838571,22.2,0
237,0.0181365625,0.0405545866,29161.6080611796,69299379.88080421,25.83,0
238,0.2658,0.5943468684,96280.1783862599,64462290.78954408,20.0,1
239,0.0278326768,0.0622357573,100535.1041178475,61498133.50580128,24.9,0
240,0.0334622374,0.0748238376,58976.551601527,33995099.813968025,24.5,0
241,0.0350392641,0.0783501764,114385.73612954916,54713963.61492983,24.4,0
242,0.0066765941,0.0149293183,81281.7352838531,74233380.70125861,28.0,0
243,0.0921626549,0.2060819612,31955.8102235126,5953324.683467299,22.3,0
244,0.058150704,0.130028927,51927.2722942715,37815573.63132989,23.3,0
245,0.1214940408,0.2716689341,28651.9083234466,53424665.77169252,21.7,0
246,0.0146067964,0.0326617897,7780.3401132176,16013249.111906692,26.3,0
247,0.0253837029,0.0567596853,14765.5285175084,9783698.633549394,25.1,0
248,0.1394938229,0.3119176705,63761.517761598,62794609.23435864,21.4,0
249,0.2538370294,0.5675968529,89482.6647265259,65598076.5793922,20.1,0
250,0.04411182,0.0986370281,69419.9772854503,52663195.96314959,23.9,0
251,0.0116025908,0.0259441818,85338.9500829325,53777267.5024889,26.8,0
252,0.0334622374,0.0748238376,43227.9621147172,24120846.46311215,24.5,0
253,0.1198270801,0.2679414966,86220.6111455594,42853865.73918714,21.73,0
254,0.32962154705,0.7370561859,60690.3409045271,65415008.13075201,19.1,0
255,0.0136318556,0.0304817558,24061.4750870466,1300324.791993728,26.45,0
256,0.1108038821,0.2477650126,44375.2879855061,21847965.76741533,21.9,1
257,0.1394938229,0.3119176705,96984.7116703045,40941473.199998446,21.4,1
258,0.1925550782,0.4305662442,96631.4400883477,58639083.89495751,20.7,0
259,0.0088014652,0.0196806745,57190.5982132657,64304612.3157971,27.4,0
260,0.0127219879,0.0284472297,37369.9033937996,33326755.038534984,26.6,0
261,0.2821986791,0.6310154296,49291.8634694311,68444256.47995712,19.87,0
262,0.32962154705,0.7370561859,77783.5776843382,52656769.55280991,16.36,0
263,0.32962154705,0.7370561859,94426.2546985804,41157906.19230857,19.5,0
264,0.096506147,0.2157943048,51667.9054171664,62305914.49151777,22.2,0
265,0.1460679643,0.3266178974,114385.73612954916,33625039.48815009,21.3,1
266,0.0421264611,0.0941976306,76563.7725754678,60577045.5973681,24.0,0
267,0.0101054342,0.0225964377,40253.639584194,55623843.81550027,27.1,0
268,0.32962154705,0.7370561859,74519.1785834089,61015276.65527952,17.66,0
269,0.1160259082,0.2594418179,32506.2812552735,39512935.82279737,21.8,0
270,0.0160160338,0.0358129403,29295.6641487588,27486373.6203222,26.1,0
271,0.2901048414,0.648694146,69297.7653395215,4831948.444693535,19.81,1
272,0.0175612318,0.0392681082,50914.9032831965,51103953.26639317,25.9,0
273,0.0802703167,0.1794898848,43724.1932061577,48899876.745050766,22.6,0
274,0.046190746,0.1032856481,33692.5327417513,20693411.86263084,23.8,0
275,0.0802703167,0.1794898848,50622.1562616955,40293317.09095573,22.6,0
276,0.2111324448,0.4721064988,45380.5317836248,63351591.51530988,20.5,1
277,0.058150704,0.130028927,72558.4941657065,69595525.99342532,23.3,0
278,0.0170041519,0.0380224396,26567.7739384566,23618698.78773643,25.97,0
279,0.32962154705,0.7370561859,35339.1231777818,62801106.643847406,17.98,0
280,0.32962154705,0.7370561859,114385.73612954916,68330084.8965116,17.32,0
281,0.32962154705,0.7370561859,19324.2600891716,42337251.59074754,18.6,0
282,0.2390864572,0.5346135707,57366.660911314,71912989.4573851,20.23,0
283,0.1108038821,0.2477650126,59817.494937433,51568316.67862766,21.9,0
284,0.0160160338,0.0358129403,37680.7883286035,25114895.706149403,26.1,0
285,0.1899131235,0.4246586539,114385.73612954916,55023720.8747931,20.73,1
286,0.3195618867,0.7145621017,41773.6565673923,37777376.612705566,19.6,0
287,0.0040230458,0.0089958039,18568.5867397932,8495296.716995731,29.1,0
288,0.0483676488,0.1081533507,29709.8638254442,66103763.69549275,23.7,0
289,0.3051792326,0.6824015094,58332.3023229772,62543868.947561614,19.7,1
290,0.0437074004,0.0977327184,66213.0718315924,67011831.08403432,23.92,0
291,0.1332155667,0.2978790628,40798.486989049,42236866.199011885,21.5,0
292,0.2401900301,0.5370812349,56442.6445392371,15888175.47896642,20.22,1
293,0.0319561887,0.0714562102,81452.0919120289,65463164.20869756,24.6,0
294,0.0732073989,0.1636967205,38021.6913401671,31950299.785779744,22.8,0
295,0.1058168859,0.2366137501,26540.6823694503,70089489.97716184,22.0,0
296,0.3195618867,0.7145621017,114385.73612954916,68973434.30631292,19.6,0
297,0.046190746,0.1032856481,88374.7302987463,28471926.302734938,23.8,0
298,0.0699125232,0.1563291544,43878.009317611,64134916.27115834,22.9,0
299,0.1997813652,0.4467247133,54603.315818149,56318576.72769452,20.62,0
300,0.0667659413,0.1492931834,39821.5683103561,14641471.739666993,23.0,0
301,0.1772372393,0.3963145151,36181.3788486234,42673374.32329473,20.88,0
302,0.040230458,0.0899580388,27923.2073125302,35069588.460015334,24.1,0
303,0.0101054342,0.0225964377,21768.9496669228,41591556.48864165,27.1,0
304,0.0319561887,0.0714562102,87242.8962131496,67243537.10632443,24.6,0
305,0.1113153296,0.2489086439,94792.2835529369,74375444.22413392,21.89,1
306,0.0127219879,0.0284472297,20739.1230655936,19943422.37414915,26.6,0
307,0.2111324448,0.4721064988,39833.7390100552,63974690.34016248,20.5,0
308,0.32962154705,0.7370561859,91677.0321008546,51694017.59039664,18.23,0
309,0.0483676488,0.1081533507,8687.9811778274,18734577.69692593,23.7,0
310,0.1572370824,0.3515928047,59355.2850035886,38389021.267204605,21.14,0
311,0.0880146521,0.1968067451,59979.9217823096,24036099.613832247,22.4,0
312,0.1382149359,0.3090579921,73799.6080924231,62342903.07350803,21.42,0
313,0.0880146521,0.1968067451,87923.0311364156,60830112.1460034,22.4,0
314,0.0253837029,0.0567596853,107115.5007008399,63301020.94270232,25.1,0
315,0.0183888672,0.0411187571,32223.5071933954,52283988.72988688,25.8,0
316,0.32962154705,0.7370561859,112633.4933789436,25707918.77682573,18.775,1
317,0.058150704,0.130028927,55594.6227259574,68930157.07866149,23.3,0
318,0.0506471459,0.1132504611,50085.0300876008,48038054.57598188,23.6,0
319,0.0840533402,0.1879489824,42253.9287470878,32907428.244581427,22.5,0
320,0.0211132445,0.0472106499,85669.202796876,49355290.105677634,25.5,0
321,0.1272198785,0.2844722965,69684.6126440574,57970788.711218365,21.6,0
322,0.0490405098,0.1096579137,62786.8959148501,35937430.16313708,23.67,0
323,0.0315177333,0.0704757942,87448.5071713044,59131560.80106728,24.63,0
324,0.06259721,0.1399716167,54304.6381757528,54969448.21865644,23.14,0
325,0.1677084622,0.3750075218,92652.8366220516,73573136.21665224,21.0,0
326,0.0055533491,0.0124176661,14882.7113882951,19412090.92189703,28.4,0
327,0.0667659413,0.1492931834,27678.8134989376,55577353.76415355,23.0,0
328,0.096506147,0.2157943048,53940.3813282056,22205435.26330365,22.2,0
329,0.1019893859,0.2280551997,49475.9234901096,52457731.18747212,22.08,0
330,0.160160338,0.358129403,85055.1859342253,51298816.23550096,21.1,0
331,0.0921626549,0.2060819612,42192.0883715598,49714095.82470058,22.3,0
332,0.32962154705,0.7370561859,29134.6103060234,21794141.15689932,16.76,0
333,0.32962154705,0.7370561859,19608.7846354889,45975704.02488094,17.79,0
334,0.1838886721,0.411187571,35998.1888492834,65201715.541808285,20.8,0
335,0.32962154705,0.7370561859,112359.5715294274,63354427.80116636,18.1,0
336,0.1838886721,0.411187571,17082.5001334524,19277643.695859578,20.8,0
337,0.0584191154,0.1306291133,71503.9349405274,66281420.0821508,23.29,0
338,0.0506471459,0.1132504611,54118.8588476297,54316646.57215767,23.6,0
339,0.0253837029,0.0567596853,22280.9497773955,20754004.86421734,25.1,0
340,0.0150160248,0.0335768522,41796.4843677161,26408373.792587698,26.24,0
341,0.1460679643,0.3266178974,61595.9689505789,63085739.53983567,21.3,0
342,0.32962154705,0.7370561859,73215.5004724637,49651627.8830898,19.1,0
343,0.32962154705,0.7370561859,54337.5974732965,49162141.07936642,19.5,1
344,0.208235599,0.4656289548,33386.8626083672,24815446.801674005,20.53,0
345,0.0127219879,0.0284472297,62687.9763786359,53660753.72503195,26.6,0
346,0.0139493823,0.0311917671,27171.5770710958,52119368.64569573,26.4,0
347,0.1272198785,0.2844722965,30347.9381572078,26023187.162380666,21.6,1
348,0.2914439045,0.6516883822,41768.0558893624,54164528.84571581,19.8,0
349,0.32962154705,0.7370561859,88452.330981264,38116246.41093956,19.3,0
350,0.0101054342,0.0225964377,29141.7886711929,36960493.64378467,27.1,0
351,0.0689532874,0.154184238,49100.5231598606,32006784.71017776,22.93,0
352,0.208235599,0.4656289548,33386.8626999972,24815446.81663379,20.53,0
353,0.0880146521,0.1968067451,78370.1587631077,39745528.7360598,22.4,0
354,0.0702352248,0.157050737,41875.4374911594,17613976.19560133,22.89,0
355,0.135692229,0.303417048,18311.5882332275,72007137.06673536,21.46,0
356,0.0073207399,0.016369672,19652.6189946863,41589612.16512527,27.8,0
357,0.32962154705,0.7370561859,85517.637791715,47400196.69455123,18.73,0
358,0.0421264611,0.0941976306,25203.6745757273,16923384.601242293,24.0,0
359,0.0231502122,0.0517654482,52684.4481918829,59344524.03534041,25.3,0
360,0.0667659413,0.1492931834,62373.8665241503,73800156.01086566,23.0,0
361,0.0840533402,0.1879489824,48733.6624507285,54193511.17410048,22.5,0
362,0.0532788665,0.1191351672,39395.8722662431,61047720.02014535,23.49,0
363,0.0699125232,0.1563291544,46748.1255698524,50838763.94964391,22.9,0
364,0.32962154705,0.7370561859,42755.547468609,44701068.49327914,19.3,0
365,0.0152951935,0.0342010925,27975.9068431216,31267424.883389127,26.2,0
366,0.3195618867,0.7145621017,76492.1520205448,50414651.77414543,19.6,0
367,0.1623883902,0.3631114793,39299.689291,74025826.46221128,21.07,1
368,0.063760979,0.1425738833,45915.5820535391,28436387.87761709,23.1,0
